"NAME","UNITS","SCALE","FREQUENCY","DATE","VALUE","KEY_ID"
ASM_D11,thousands,1,M,2021-01-01,58236966,1359
ASM_D11,thousands,1,M,2021-02-01,57189028,1360
ASM_D11,thousands,1,M,2021-03-01,66103264,1361
ASM_D11,thousands,1,M,2021-04-01,70029728,1362
ASM_D11,thousands,1,M,2021-05-01,75105857,1363
ASM_D11,thousands,1,M,2021-06-01,79884236,1364
ASM_D11,thousands,1,M,2021-07-01,84016974,1365
ASM_D11,thousands,1,M,2021-08-01,84660109,1366
ASM_D11,thousands,1,M,2021-09-01,86428677,1367
ASM_D11,thousands,1,M,2021-10-01,87153929,1368
ASM_D11,thousands,1,M,2021-11-01,90332758,1369
ASM_D11,thousands,1,M,2021-12-01,90177180,1370
ASM_D11,thousands,1,M,2022-01-01,89769175,1371
ASM_D11,thousands,1,M,2022-02-01,92675908,1372
ASM_D11,thousands,1,M,2022-03-01,92720849,1373
ASM_D11,thousands,1,M,2022-04-01,94325127,1374
ASM_D11,thousands,1,M,2022-05-01,94760649,1375
ASM_D11,thousands,1,M,2022-06-01,92572824,1376
ASM_D11,thousands,1,M,2022-07-01,94624779,1377
ASM_D11,thousands,1,M,2022-08-01,95635197,1378
ASM_D11,thousands,1,M,2022-09-01,97342266,1379
ASM_D11,thousands,1,M,2022-10-01,98361657,1380
ASM_D11,thousands,1,M,2022-11-01,99951056,1381
ASM_D11,thousands,1,M,2022-12-01,98979356,1382
ASM_D11,thousands,1,M,2023-01-01,103897594,1383
ASM_D,thousands,1,M,2000-01-01,56288872,1384
ASM_D,thousands,1,M,2000-02-01,54329819,1385
ASM_D,thousands,1,M,2000-03-01,59913798,1386
ASM_D,thousands,1,M,2000-04-01,57402637,1387
ASM_D,thousands,1,M,2000-05-01,58896522,1388
ASM_D,thousands,1,M,2000-06-01,58286914,1389
ASM_D,thousands,1,M,2000-07-01,60607052,1390
ASM_D,thousands,1,M,2000-08-01,61479288,1391
ASM_D,thousands,1,M,2000-09-01,57899315,1392
ASM_D,thousands,1,M,2000-10-01,60761374,1393
ASM_D,thousands,1,M,2000-11-01,57757912,1394
ASM_D,thousands,1,M,2000-12-01,57886109,1395
ASM_D,thousands,1,M,2001-01-01,59766686,1396
ASM_D,thousands,1,M,2001-02-01,54313589,1397
ASM_D,thousands,1,M,2001-03-01,60467225,1398
ASM_D,thousands,1,M,2001-04-01,58851713,1399
ASM_D,thousands,1,M,2001-05-01,60862387,1400
ASM_D,thousands,1,M,2001-06-01,60231368,1401
ASM_D,thousands,1,M,2001-07-01,63439069,1402
ASM_D,thousands,1,M,2001-08-01,64098172,1403
ASM_D,thousands,1,M,2001-09-01,47039597,1404
ASM_D,thousands,1,M,2001-10-01,51592799,1405
ASM_D,thousands,1,M,2001-11-01,49928543,1406
ASM_D,thousands,1,M,2001-12-01,52105691,1407
ASM_D,thousands,1,M,2002-01-01,52524740,1408
ASM_D,thousands,1,M,2002-02-01,48746054,1409
ASM_D,thousands,1,M,2002-03-01,55533933,1410
ASM_D,thousands,1,M,2002-04-01,54440293,1411
ASM_D,thousands,1,M,2002-05-01,56184515,1412
ASM_D,thousands,1,M,2002-06-01,57080224,1413
ASM_D,thousands,1,M,2002-07-01,59807169,1414
ASM_D,thousands,1,M,2002-08-01,59972808,1415
ASM_D,thousands,1,M,2002-09-01,54357595,1416
ASM_D,thousands,1,M,2002-10-01,57505033,1417
ASM_D,thousands,1,M,2002-11-01,54513457,1418
ASM_D,thousands,1,M,2002-12-01,56713015,1419
ASM_D,thousands,1,M,2003-01-01,56191300,1420
ASM_D,thousands,1,M,2003-02-01,50088434,1421
ASM_D,thousands,1,M,2003-03-01,57592901,1422
ASM_D,thousands,1,M,2003-04-01,54639679,1423
ASM_D,thousands,1,M,2003-05-01,55349897,1424
ASM_D,thousands,1,M,2003-06-01,56555517,1425
ASM_D,thousands,1,M,2003-07-01,59617048,1426
ASM_D,thousands,1,M,2003-08-01,59634190,1427
ASM_D,thousands,1,M,2003-09-01,54973852,1428
ASM_D,thousands,1,M,2003-10-01,58001020,1429
ASM_D,thousands,1,M,2003-11-01,55785892,1430
ASM_D,thousands,1,M,2003-12-01,58842551,1431
ASM_D,thousands,1,M,2004-01-01,58306593,1432
ASM_D,thousands,1,M,2004-02-01,56180696,1433
ASM_D,thousands,1,M,2004-03-01,61833579,1434
ASM_D,thousands,1,M,2004-04-01,60067863,1435
ASM_D,thousands,1,M,2004-05-01,60923099,1436
ASM_D,thousands,1,M,2004-06-01,61629864,1437
ASM_D,thousands,1,M,2004-07-01,64095669,1438
ASM_D,thousands,1,M,2004-08-01,64479721,1439
ASM_D,thousands,1,M,2004-09-01,57694884,1440
ASM_D,thousands,1,M,2004-10-01,61604719,1441
ASM_D,thousands,1,M,2004-11-01,59431353,1442
ASM_D,thousands,1,M,2004-12-01,62054841,1443
ASM_D,thousands,1,M,2005-01-01,59580514,1444
ASM_D,thousands,1,M,2005-02-01,55964342,1445
ASM_D,thousands,1,M,2005-03-01,63743171,1446
ASM_D,thousands,1,M,2005-04-01,61262216,1447
ASM_D,thousands,1,M,2005-05-01,63160148,1448
ASM_D,thousands,1,M,2005-06-01,63378463,1449
ASM_D,thousands,1,M,2005-07-01,65813398,1450
ASM_D,thousands,1,M,2005-08-01,65309256,1451
ASM_D,thousands,1,M,2005-09-01,58674828,1452
ASM_D,thousands,1,M,2005-10-01,60392331,1453
ASM_D,thousands,1,M,2005-11-01,58886853,1454
ASM_D,thousands,1,M,2005-12-01,60889086,1455
ASM_D,thousands,1,M,2006-01-01,59096204,1456
ASM_D,thousands,1,M,2006-02-01,53733108,1457
ASM_D,thousands,1,M,2006-03-01,62257065,1458
ASM_D,thousands,1,M,2006-04-01,59917615,1459
ASM_D,thousands,1,M,2006-05-01,61284297,1460
ASM_D,thousands,1,M,2006-06-01,61692651,1461
ASM_D,thousands,1,M,2006-07-01,64111164,1462
ASM_D,thousands,1,M,2006-08-01,64332983,1463
ASM_D,thousands,1,M,2006-09-01,58383462,1464
ASM_D,thousands,1,M,2006-10-01,60802722,1465
ASM_D,thousands,1,M,2006-11-01,58912308,1466
ASM_D,thousands,1,M,2006-12-01,61161328,1467
ASM_D,thousands,1,M,2007-01-01,60618488,1468
ASM_D,thousands,1,M,2007-02-01,54490060,1469
ASM_D,thousands,1,M,2007-03-01,63131522,1470
ASM_D,thousands,1,M,2007-04-01,61124424,1471
ASM_D,thousands,1,M,2007-05-01,62774346,1472
ASM_D,thousands,1,M,2007-06-01,62620840,1473
ASM_D,thousands,1,M,2007-07-01,65566711,1474
ASM_D,thousands,1,M,2007-08-01,65556234,1475
ASM_D,thousands,1,M,2007-09-01,59796292,1476
ASM_D,thousands,1,M,2007-10-01,62497723,1477
ASM_D,thousands,1,M,2007-11-01,60801594,1478
ASM_D,thousands,1,M,2007-12-01,62270682,1479
ASM_D,thousands,1,M,2008-01-01,60635551,1480
ASM_D,thousands,1,M,2008-02-01,57170275,1481
ASM_D,thousands,1,M,2008-03-01,63249344,1482
ASM_D,thousands,1,M,2008-04-01,60127860,1483
ASM_D,thousands,1,M,2008-05-01,61778291,1484
ASM_D,thousands,1,M,2008-06-01,62328400,1485
ASM_D,thousands,1,M,2008-07-01,64884634,1486
ASM_D,thousands,1,M,2008-08-01,63117945,1487
ASM_D,thousands,1,M,2008-09-01,53906436,1488
ASM_D,thousands,1,M,2008-10-01,56299338,1489
ASM_D,thousands,1,M,2008-11-01,53450486,1490
ASM_D,thousands,1,M,2008-12-01,55361169,1491
ASM_D,thousands,1,M,2009-01-01,53952839,1492
ASM_D,thousands,1,M,2009-02-01,49969301,1493
ASM_D,thousands,1,M,2009-03-01,57331261,1494
ASM_D,thousands,1,M,2009-04-01,55279990,1495
ASM_D,thousands,1,M,2009-05-01,56504791,1496
ASM_D,thousands,1,M,2009-06-01,57716505,1497
ASM_D,thousands,1,M,2009-07-01,60500022,1498
ASM_D,thousands,1,M,2009-08-01,59356993,1499
ASM_D,thousands,1,M,2009-09-01,52447290,1500
ASM_D,thousands,1,M,2009-10-01,54453812,1501
ASM_D,thousands,1,M,2009-11-01,52483166,1502
ASM_D,thousands,1,M,2009-12-01,54631266,1503
ASM_D,thousands,1,M,2010-01-01,53795979,1504
ASM_D,thousands,1,M,2010-02-01,47817558,1505
ASM_D,thousands,1,M,2010-03-01,57080673,1506
ASM_D,thousands,1,M,2010-04-01,55280658,1507
ASM_D,thousands,1,M,2010-05-01,56898076,1508
ASM_D,thousands,1,M,2010-06-01,58353240,1509
ASM_D,thousands,1,M,2010-07-01,61069832,1510
ASM_D,thousands,1,M,2010-08-01,60357986,1511
ASM_D,thousands,1,M,2010-09-01,54729819,1512
ASM_D,thousands,1,M,2010-10-01,56731955,1513
ASM_D,thousands,1,M,2010-11-01,54609536,1514
ASM_D,thousands,1,M,2010-12-01,55745548,1515
ASM_D,thousands,1,M,2011-01-01,53804569,1516
ASM_D,thousands,1,M,2011-02-01,49106336,1517
ASM_D,thousands,1,M,2011-03-01,59209949,1518
ASM_D,thousands,1,M,2011-04-01,56686515,1519
ASM_D,thousands,1,M,2011-05-01,57969810,1520
ASM_D,thousands,1,M,2011-06-01,59955636,1521
ASM_D,thousands,1,M,2011-07-01,62492261,1522
ASM_D,thousands,1,M,2011-08-01,60248867,1523
ASM_D,thousands,1,M,2011-09-01,54480417,1524
ASM_D,thousands,1,M,2011-10-01,56160274,1525
ASM_D,thousands,1,M,2011-11-01,53639821,1526
ASM_D,thousands,1,M,2011-12-01,56330879,1527
ASM_D,thousands,1,M,2012-01-01,53426995,1528
ASM_D,thousands,1,M,2012-02-01,51244944,1529
ASM_D,thousands,1,M,2012-03-01,58846030,1530
ASM_D,thousands,1,M,2012-04-01,56495334,1531
ASM_D,thousands,1,M,2012-05-01,58102685,1532
ASM_D,thousands,1,M,2012-06-01,59980866,1533
ASM_D,thousands,1,M,2012-07-01,62452540,1534
ASM_D,thousands,1,M,2012-08-01,61026458,1535
ASM_D,thousands,1,M,2012-09-01,54386944,1536
ASM_D,thousands,1,M,2012-10-01,55378640,1537
ASM_D,thousands,1,M,2012-11-01,54524168,1538
ASM_D,thousands,1,M,2012-12-01,56181504,1539
ASM_D,thousands,1,M,2013-01-01,54130043,1540
ASM_D,thousands,1,M,2013-02-01,49951094,1541
ASM_D,thousands,1,M,2013-03-01,59506910,1542
ASM_D,thousands,1,M,2013-04-01,57130631,1543
ASM_D,thousands,1,M,2013-05-01,59071106,1544
ASM_D,thousands,1,M,2013-06-01,60724545,1545
ASM_D,thousands,1,M,2013-07-01,63316300,1546
ASM_D,thousands,1,M,2013-08-01,62097351,1547
ASM_D,thousands,1,M,2013-09-01,55225722,1548
ASM_D,thousands,1,M,2013-10-01,57851952,1549
ASM_D,thousands,1,M,2013-11-01,55462978,1550
ASM_D,thousands,1,M,2013-12-01,57751895,1551
ASM_D,thousands,1,M,2014-01-01,54016100,1552
ASM_D,thousands,1,M,2014-02-01,49369958,1553
ASM_D,thousands,1,M,2014-03-01,60675512,1554
ASM_D,thousands,1,M,2014-04-01,57998679,1555
ASM_D,thousands,1,M,2014-05-01,59709980,1556
ASM_D,thousands,1,M,2014-06-01,61760135,1557
ASM_D,thousands,1,M,2014-07-01,64773495,1558
ASM_D,thousands,1,M,2014-08-01,62868360,1559
ASM_D,thousands,1,M,2014-09-01,56458516,1560
ASM_D,thousands,1,M,2014-10-01,59584333,1561
ASM_D,thousands,1,M,2014-11-01,56949532,1562
ASM_D,thousands,1,M,2014-12-01,60270590,1563
ASM_D,thousands,1,M,2015-01-01,56980252,1564
ASM_D,thousands,1,M,2015-02-01,51251151,1565
ASM_D,thousands,1,M,2015-03-01,62860127,1566
ASM_D,thousands,1,M,2015-04-01,61116542,1567
ASM_D,thousands,1,M,2015-05-01,63393900,1568
ASM_D,thousands,1,M,2015-06-01,65232975,1569
ASM_D,thousands,1,M,2015-07-01,68556581,1570
ASM_D,thousands,1,M,2015-08-01,66731034,1571
ASM_D,thousands,1,M,2015-09-01,59511989,1572
ASM_D,thousands,1,M,2015-10-01,62551351,1573
ASM_D,thousands,1,M,2015-11-01,60467129,1574
ASM_D,thousands,1,M,2015-12-01,63241200,1575
ASM_D,thousands,1,M,2016-01-01,59672180,1576
ASM_D,thousands,1,M,2016-02-01,57466886,1577
ASM_D,thousands,1,M,2016-03-01,66469562,1578
ASM_D,thousands,1,M,2016-04-01,63775639,1579
ASM_D,thousands,1,M,2016-05-01,66545378,1580
ASM_D,thousands,1,M,2016-06-01,68799372,1581
ASM_D,thousands,1,M,2016-07-01,71524272,1582
ASM_D,thousands,1,M,2016-08-01,69971945,1583
ASM_D,thousands,1,M,2016-09-01,62507832,1584
ASM_D,thousands,1,M,2016-10-01,64769650,1585
ASM_D,thousands,1,M,2016-11-01,62885803,1586
ASM_D,thousands,1,M,2016-12-01,65698076,1587
ASM_D,thousands,1,M,2017-01-01,63084040,1588
ASM_D,thousands,1,M,2017-02-01,57436642,1589
ASM_D,thousands,1,M,2017-03-01,68737057,1590
ASM_D,thousands,1,M,2017-04-01,66075380,1591
ASM_D,thousands,1,M,2017-05-01,68835215,1592
ASM_D,thousands,1,M,2017-06-01,71663412,1593
ASM_D,thousands,1,M,2017-07-01,74806757,1594
ASM_D,thousands,1,M,2017-08-01,73231170,1595
ASM_D,thousands,1,M,2017-09-01,63120361,1596
ASM_D,thousands,1,M,2017-10-01,68007445,1597
ASM_D,thousands,1,M,2017-11-01,65149170,1598
ASM_D,thousands,1,M,2017-12-01,68235415,1599
ASM_D,thousands,1,M,2018-01-01,65566520,1600
ASM_D,thousands,1,M,2018-02-01,60464271,1601
ASM_D,thousands,1,M,2018-03-01,71674603,1602
ASM_D,thousands,1,M,2018-04-01,70357641,1603
ASM_D,thousands,1,M,2018-05-01,73310982,1604
ASM_D,thousands,1,M,2018-06-01,75323764,1605
ASM_D,thousands,1,M,2018-07-01,78406996,1606
ASM_D,thousands,1,M,2018-08-01,76722877,1607
ASM_D,thousands,1,M,2018-09-01,68530530,1608
ASM_D,thousands,1,M,2018-10-01,72044942,1609
ASM_D,thousands,1,M,2018-11-01,69098159,1610
ASM_D,thousands,1,M,2018-12-01,71865620,1611
ASM_D,thousands,1,M,2019-01-01,68754681,1612
ASM_D,thousands,1,M,2019-02-01,62805313,1613
ASM_D,thousands,1,M,2019-03-01,75651237,1614
ASM_D,thousands,1,M,2019-04-01,72335257,1615
ASM_D,thousands,1,M,2019-05-01,75386137,1616
ASM_D,thousands,1,M,2019-06-01,76617273,1617
ASM_D,thousands,1,M,2019-07-01,80081728,1618
ASM_D,thousands,1,M,2019-08-01,78976853,1619
ASM_D,thousands,1,M,2019-09-01,70649657,1620
ASM_D,thousands,1,M,2019-10-01,74904252,1621
ASM_D,thousands,1,M,2019-11-01,72118568,1622
ASM_D,thousands,1,M,2019-12-01,76153733,1623
ASM_D,thousands,1,M,2020-01-01,72425576,1624
ASM_D,thousands,1,M,2020-02-01,68495033,1625
ASM_D,thousands,1,M,2020-03-01,64968396,1626
ASM_D,thousands,1,M,2020-04-01,19489079,1627
ASM_D,thousands,1,M,2020-05-01,17242845,1628
ASM_D,thousands,1,M,2020-06-01,24771861,1629
ASM_D,thousands,1,M,2020-07-01,40313263,1630
ASM_D,thousands,1,M,2020-08-01,42874137,1631
ASM_D,thousands,1,M,2020-09-01,35882035,1632
ASM_D,thousands,1,M,2020-10-01,40389937,1633
ASM_D,thousands,1,M,2020-11-01,43474923,1634
ASM_D,thousands,1,M,2020-12-01,45077323,1635
ASM_D,thousands,1,M,2021-01-01,42318254,1636
ASM_D,thousands,1,M,2021-02-01,37928427,1637
ASM_D,thousands,1,M,2021-03-01,53749328,1638
ASM_D,thousands,1,M,2021-04-01,54787601,1639
ASM_D,thousands,1,M,2021-05-01,61332669,1640
ASM_D,thousands,1,M,2021-06-01,67462202,1641
ASM_D,thousands,1,M,2021-07-01,73407831,1642
ASM_D,thousands,1,M,2021-08-01,71871478,1643
ASM_D,thousands,1,M,2021-09-01,66268780,1644
ASM_D,thousands,1,M,2021-10-01,69064886,1645
ASM_D,thousands,1,M,2021-11-01,68469323,1646
ASM_D,thousands,1,M,2021-12-01,69447123,1647
ASM_D,thousands,1,M,2022-01-01,64319116,1648
ASM_D,thousands,1,M,2022-02-01,60647328,1649
ASM_D,thousands,1,M,2022-03-01,71989994,1650
ASM_D,thousands,1,M,2022-04-01,68700151,1651
ASM_D,thousands,1,M,2022-05-01,70974287,1652
ASM_D,thousands,1,M,2022-06-01,70415457,1653
ASM_D,thousands,1,M,2022-07-01,74959348,1654
ASM_D,thousands,1,M,2022-08-01,73836192,1655
ASM_D,thousands,1,M,2022-09-01,68920014,1656
ASM_D,thousands,1,M,2022-10-01,72263963,1657
ASM_D,thousands,1,M,2022-11-01,70338496,1658
ASM_D,thousands,1,M,2022-12-01,71416597,1659
ASM_D,thousands,1,M,2023-01-01,72211159,1660
AIR_RPM_TSI,thousands,1,M,2000-01-01,49843099,1661
AIR_RPM_TSI,thousands,1,M,2000-02-01,49931931,1662
AIR_RPM_TSI,thousands,1,M,2000-03-01,61478163,1663
AIR_RPM_TSI,thousands,1,M,2000-04-01,58981617,1664
AIR_RPM_TSI,thousands,1,M,2000-05-01,61223861,1665
AIR_RPM_TSI,thousands,1,M,2000-06-01,65601574,1666
AIR_RPM_TSI,thousands,1,M,2000-07-01,67898320,1667
AIR_RPM_TSI,thousands,1,M,2000-08-01,67028338,1668
AIR_RPM_TSI,thousands,1,M,2000-09-01,56441629,1669
AIR_RPM_TSI,thousands,1,M,2000-10-01,58834210,1670
AIR_RPM_TSI,thousands,1,M,2000-11-01,56283261,1671
AIR_RPM_TSI,thousands,1,M,2000-12-01,55380280,1672
AIR_RPM_TSI,thousands,1,M,2001-01-01,53129922,1673
AIR_RPM_TSI,thousands,1,M,2001-02-01,49992995,1674
AIR_RPM_TSI,thousands,1,M,2001-03-01,62323049,1675
AIR_RPM_TSI,thousands,1,M,2001-04-01,59801567,1676
AIR_RPM_TSI,thousands,1,M,2001-05-01,60246478,1677
AIR_RPM_TSI,thousands,1,M,2001-06-01,64987598,1678
AIR_RPM_TSI,thousands,1,M,2001-07-01,68573410,1679
AIR_RPM_TSI,thousands,1,M,2001-08-01,69003617,1680
AIR_RPM_TSI,thousands,1,M,2001-09-01,39106905,1681
AIR_RPM_TSI,thousands,1,M,2001-10-01,44271037,1682
AIR_RPM_TSI,thousands,1,M,2001-11-01,45245063,1683
AIR_RPM_TSI,thousands,1,M,2001-12-01,48167518,1684
AIR_RPM_TSI,thousands,1,M,2002-01-01,46587854,1685
AIR_RPM_TSI,thousands,1,M,2002-02-01,45157584,1686
AIR_RPM_TSI,thousands,1,M,2002-03-01,57423396,1687
AIR_RPM_TSI,thousands,1,M,2002-04-01,53013179,1688
AIR_RPM_TSI,thousands,1,M,2002-05-01,55663570,1689
AIR_RPM_TSI,thousands,1,M,2002-06-01,60224150,1690
AIR_RPM_TSI,thousands,1,M,2002-07-01,63828500,1691
AIR_RPM_TSI,thousands,1,M,2002-08-01,63657944,1692
AIR_RPM_TSI,thousands,1,M,2002-09-01,49270915,1693
AIR_RPM_TSI,thousands,1,M,2002-10-01,54019748,1694
AIR_RPM_TSI,thousands,1,M,2002-11-01,50106815,1695
AIR_RPM_TSI,thousands,1,M,2002-12-01,56656595,1696
AIR_RPM_TSI,thousands,1,M,2003-01-01,51197174,1697
AIR_RPM_TSI,thousands,1,M,2003-02-01,47040806,1698
AIR_RPM_TSI,thousands,1,M,2003-03-01,56766580,1699
AIR_RPM_TSI,thousands,1,M,2003-04-01,51857453,1700
AIR_RPM_TSI,thousands,1,M,2003-05-01,54335598,1701
AIR_RPM_TSI,thousands,1,M,2003-06-01,60272900,1702
AIR_RPM_TSI,thousands,1,M,2003-07-01,65962215,1703
AIR_RPM_TSI,thousands,1,M,2003-08-01,64989766,1704
AIR_RPM_TSI,thousands,1,M,2003-09-01,52121480,1705
AIR_RPM_TSI,thousands,1,M,2003-10-01,56724551,1706
AIR_RPM_TSI,thousands,1,M,2003-11-01,54128776,1707
AIR_RPM_TSI,thousands,1,M,2003-12-01,58739845,1708
AIR_RPM_TSI,thousands,1,M,2004-01-01,53979787,1709
AIR_RPM_TSI,thousands,1,M,2004-02-01,53179693,1710
AIR_RPM_TSI,thousands,1,M,2004-03-01,64035864,1711
AIR_RPM_TSI,thousands,1,M,2004-04-01,62340117,1712
AIR_RPM_TSI,thousands,1,M,2004-05-01,62530704,1713
AIR_RPM_TSI,thousands,1,M,2004-06-01,68866397,1714
AIR_RPM_TSI,thousands,1,M,2004-07-01,73335889,1715
AIR_RPM_TSI,thousands,1,M,2004-08-01,70961522,1716
AIR_RPM_TSI,thousands,1,M,2004-09-01,57881041,1717
AIR_RPM_TSI,thousands,1,M,2004-10-01,63021143,1718
AIR_RPM_TSI,thousands,1,M,2004-11-01,59453942,1719
AIR_RPM_TSI,thousands,1,M,2004-12-01,62680310,1720
AIR_RPM_TSI,thousands,1,M,2005-01-01,59629608,1721
AIR_RPM_TSI,thousands,1,M,2005-02-01,55795165,1722
AIR_RPM_TSI,thousands,1,M,2005-03-01,70595861,1723
AIR_RPM_TSI,thousands,1,M,2005-04-01,65145551,1724
AIR_RPM_TSI,thousands,1,M,2005-05-01,68268899,1725
AIR_RPM_TSI,thousands,1,M,2005-06-01,72952959,1726
AIR_RPM_TSI,thousands,1,M,2005-07-01,77432998,1727
AIR_RPM_TSI,thousands,1,M,2005-08-01,73778918,1728
AIR_RPM_TSI,thousands,1,M,2005-09-01,62046798,1729
AIR_RPM_TSI,thousands,1,M,2005-10-01,63640895,1730
AIR_RPM_TSI,thousands,1,M,2005-11-01,61518984,1731
AIR_RPM_TSI,thousands,1,M,2005-12-01,64289340,1732
AIR_RPM_TSI,thousands,1,M,2006-01-01,61035027,1733
AIR_RPM_TSI,thousands,1,M,2006-02-01,56729212,1734
AIR_RPM_TSI,thousands,1,M,2006-03-01,70799794,1735
AIR_RPM_TSI,thousands,1,M,2006-04-01,68120559,1736
AIR_RPM_TSI,thousands,1,M,2006-05-01,69352606,1737
AIR_RPM_TSI,thousands,1,M,2006-06-01,74099238,1738
AIR_RPM_TSI,thousands,1,M,2006-07-01,77798621,1739
AIR_RPM_TSI,thousands,1,M,2006-08-01,74227051,1740
AIR_RPM_TSI,thousands,1,M,2006-09-01,62345744,1741
AIR_RPM_TSI,thousands,1,M,2006-10-01,66082164,1742
AIR_RPM_TSI,thousands,1,M,2006-11-01,63548732,1743
AIR_RPM_TSI,thousands,1,M,2006-12-01,65980782,1744
AIR_RPM_TSI,thousands,1,M,2007-01-01,63016014,1745
AIR_RPM_TSI,thousands,1,M,2007-02-01,57793832,1746
AIR_RPM_TSI,thousands,1,M,2007-03-01,72700241,1747
AIR_RPM_TSI,thousands,1,M,2007-04-01,69836157,1748
AIR_RPM_TSI,thousands,1,M,2007-05-01,71933108,1749
AIR_RPM_TSI,thousands,1,M,2007-06-01,76926452,1750
AIR_RPM_TSI,thousands,1,M,2007-07-01,80988340,1751
AIR_RPM_TSI,thousands,1,M,2007-08-01,79439827,1752
AIR_RPM_TSI,thousands,1,M,2007-09-01,65913314,1753
AIR_RPM_TSI,thousands,1,M,2007-10-01,69445349,1754
AIR_RPM_TSI,thousands,1,M,2007-11-01,66250428,1755
AIR_RPM_TSI,thousands,1,M,2007-12-01,67782533,1756
AIR_RPM_TSI,thousands,1,M,2008-01-01,64667106,1757
AIR_RPM_TSI,thousands,1,M,2008-02-01,61504425,1758
AIR_RPM_TSI,thousands,1,M,2008-03-01,74575531,1759
AIR_RPM_TSI,thousands,1,M,2008-04-01,68906882,1760
AIR_RPM_TSI,thousands,1,M,2008-05-01,72725750,1761
AIR_RPM_TSI,thousands,1,M,2008-06-01,76162104,1762
AIR_RPM_TSI,thousands,1,M,2008-07-01,79707545,1763
AIR_RPM_TSI,thousands,1,M,2008-08-01,77300568,1764
AIR_RPM_TSI,thousands,1,M,2008-09-01,61198749,1765
AIR_RPM_TSI,thousands,1,M,2008-10-01,65018204,1766
AIR_RPM_TSI,thousands,1,M,2008-11-01,58512623,1767
AIR_RPM_TSI,thousands,1,M,2008-12-01,63503416,1768
AIR_RPM_TSI,thousands,1,M,2009-01-01,58373786,1769
AIR_RPM_TSI,thousands,1,M,2009-02-01,53506580,1770
AIR_RPM_TSI,thousands,1,M,2009-03-01,66027342,1771
AIR_RPM_TSI,thousands,1,M,2009-04-01,65166301,1772
AIR_RPM_TSI,thousands,1,M,2009-05-01,65868255,1773
AIR_RPM_TSI,thousands,1,M,2009-06-01,71350228,1774
AIR_RPM_TSI,thousands,1,M,2009-07-01,77136799,1775
AIR_RPM_TSI,thousands,1,M,2009-08-01,74614772,1776
AIR_RPM_TSI,thousands,1,M,2009-09-01,61435354,1777
AIR_RPM_TSI,thousands,1,M,2009-10-01,64274740,1778
AIR_RPM_TSI,thousands,1,M,2009-11-01,59011015,1779
AIR_RPM_TSI,thousands,1,M,2009-12-01,63231672,1780
AIR_RPM_TSI,thousands,1,M,2010-01-01,59651062,1781
AIR_RPM_TSI,thousands,1,M,2010-02-01,53240066,1782
AIR_RPM_TSI,thousands,1,M,2010-03-01,68307090,1783
AIR_RPM_TSI,thousands,1,M,2010-04-01,64953251,1784
AIR_RPM_TSI,thousands,1,M,2010-05-01,68850905,1785
AIR_RPM_TSI,thousands,1,M,2010-06-01,74474551,1786
AIR_RPM_TSI,thousands,1,M,2010-07-01,79304441,1787
AIR_RPM_TSI,thousands,1,M,2010-08-01,76741308,1788
AIR_RPM_TSI,thousands,1,M,2010-09-01,65341293,1789
AIR_RPM_TSI,thousands,1,M,2010-10-01,69071626,1790
AIR_RPM_TSI,thousands,1,M,2010-11-01,63334293,1791
AIR_RPM_TSI,thousands,1,M,2010-12-01,65797943,1792
AIR_RPM_TSI,thousands,1,M,2011-01-01,61630362,1793
AIR_RPM_TSI,thousands,1,M,2011-02-01,55391206,1794
AIR_RPM_TSI,thousands,1,M,2011-03-01,70158268,1795
AIR_RPM_TSI,thousands,1,M,2011-04-01,67683559,1796
AIR_RPM_TSI,thousands,1,M,2011-05-01,71711448,1797
AIR_RPM_TSI,thousands,1,M,2011-06-01,76057910,1798
AIR_RPM_TSI,thousands,1,M,2011-07-01,81423231,1799
AIR_RPM_TSI,thousands,1,M,2011-08-01,77247896,1800
AIR_RPM_TSI,thousands,1,M,2011-09-01,66345318,1801
AIR_RPM_TSI,thousands,1,M,2011-10-01,68177919,1802
AIR_RPM_TSI,thousands,1,M,2011-11-01,63492941,1803
AIR_RPM_TSI,thousands,1,M,2011-12-01,66595644,1804
AIR_RPM_TSI,thousands,1,M,2012-01-01,61940192,1805
AIR_RPM_TSI,thousands,1,M,2012-02-01,58243799,1806
AIR_RPM_TSI,thousands,1,M,2012-03-01,71696205,1807
AIR_RPM_TSI,thousands,1,M,2012-04-01,68669276,1808
AIR_RPM_TSI,thousands,1,M,2012-05-01,71887545,1809
AIR_RPM_TSI,thousands,1,M,2012-06-01,76760765,1810
AIR_RPM_TSI,thousands,1,M,2012-07-01,80499331,1811
AIR_RPM_TSI,thousands,1,M,2012-08-01,78609005,1812
AIR_RPM_TSI,thousands,1,M,2012-09-01,66008348,1813
AIR_RPM_TSI,thousands,1,M,2012-10-01,67677764,1814
AIR_RPM_TSI,thousands,1,M,2012-11-01,64039210,1815
AIR_RPM_TSI,thousands,1,M,2012-12-01,66702987,1816
AIR_RPM_TSI,thousands,1,M,2013-01-01,63139217,1817
AIR_RPM_TSI,thousands,1,M,2013-02-01,58109870,1818
AIR_RPM_TSI,thousands,1,M,2013-03-01,72764478,1819
AIR_RPM_TSI,thousands,1,M,2013-04-01,68453537,1820
AIR_RPM_TSI,thousands,1,M,2013-05-01,73574534,1821
