"SOURCE_DB_NAME","TGT_DB_NAME","SOURCE_SCHEMA","TARGET_SCHEMA","SOURCE_TBL","TARGET_TBL","KEY_COL"
GLOBAL_SHARE_READ,SNAPSHOT_STREAMING,PRODUCTS,PRODUCTS_STREAMING,V_GEOINFO,T_GEOINFO,GEO_ID
GLOBAL_SHARE_READ,SNAPSHOT_STREAMING,PRODUCTS,PRODUCTS_STREAMING,V_SUPPLIER,T_SUPPLIER,SUPPLIER_KEY
GLOBAL_SHARE_READ,SNAPSHOT_STREAMING,PRODUCTS,PRODUCTS_STREAMING,V_AUTOINFO,T_AUTOINFO,KEY_ID
